"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Aruba","ABW","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.3930015563965","63.4339981079102","63.4770011901855","63.4739990234375","63.4370002746582","63.4029998779297","63.2849998474121","63.1780014038086","63.1119995117188","63.0919990539551","63.1020011901855","63.310001373291","63.5789985656738","63.8600006103516","64.1190032958984","64.3479995727539","64.0719985961914","63.7929992675781","63.5470008850098","63.3720016479492","63.2919998168945","63.5410003662109","63.8950004577637","64.322998046875","64.7890014648438","65.2689971923828","65.5830001831055","65.8850021362305","65.9560012817383","66.0309982299805",
"Angola","AGO","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.0110015869141","78.0029983520508","77.9700012207031","77.9940032958984","77.9000015258789","77.7959976196289","77.7730026245117","77.7600021362305","77.7470016479492","77.7379989624023","77.7210006713867","77.7470016479492","77.7969970703125","77.7900009155273","77.7649993896484","77.7200012207031","77.7249984741211","77.7080001831055","77.7160034179688","77.7649993896484","77.802001953125","77.8639984130859","77.9000015258789","77.9049987792969","77.8889999389648","77.8479995727539","77.8079986572266","77.7369995117188","77.6719970703125","77.6050033569336",
"Albania","ALB","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.3939971923828","65.9039993286133","66","65.245002746582","64.4869995117188","63.4700012207031","63.1259994506836","63.8489990234375","63.5579986572266","63.0309982299805","62.7480010986328","62.1389999389648","61.6629981994629","60.3839988708496","59.1189994812012","57.9029998779297","56.8629989624023","55.9220008850098","55.0559997558594","54.5340003967285","54.2709999084473","55.7150001525879","57.4440002441406","53.6520004272461","54.3580017089844","56.451000213623","56.2919998168945","56.1829986572266","56.060001373291","55.9339981079102",
"Andorra","AND","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.2782165010826","48.3043104999562","48.1411390346329","48.2408351294834","48.478866910644","48.4058708237318","48.1115446283208","47.8294586808545","47.5071489643292","47.8349870610866","47.7642818839805","47.4415831959262","47.1598302250143","47.2692500994173","47.3427077403568","47.4174645227403","47.4994159647197","47.8205540182276","47.876763060596","48.0901672856071","48.4544330390208","48.5698309570943","48.7213280243387","48.9665271531929","48.7549345324072","48.4209520874795","48.2980045831621","48.2665184370909","48.2723227608344","48.2586715638736",
"United Arab Emirates","ARE","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.870002746582","73.1149978637695","73.5510025024414","74.2149963378906","74.7060012817383","75.1529998779297","74.7119979858398","74.5660018920898","74.7890014648438","75.2850036621094","75.8779983520508","75.4089965820313","75.4670028686523","76.0250015258789","77.0540008544922","78.390998840332","78.7480010986328","79.7160034179688","80.9929962158203","82.3190002441406","83.4810028076172","83.5699996948242","83.6029968261719","83.6650009155273","83.8430023193359","84.1380004882813","83.6449966430664","83.3460006713867","83.0199966430664","82.8619995117188",
"Argentina","ARG","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.0449981689453","59.7309989929199","60.4210014343262","60.8019981384277","61.1969985961914","61.0909996032715","61.5","62.0730018615723","62.4150009155273","62.3289985656738","62.3540000915527","62.1510009765625","61.4900016784668","61.9220008850098","62.367000579834","62.0499992370605","62.3359985351563","61.5940017700195","60.8580017089844","61.2360000610352","60.6100006103516","60.8380012512207","60.6920013427734","60.4029998779297","59.8610000610352","60.1500015258789","60.4029998779297","60.6360015869141","60.4949989318848","60.3540000915527",
"Armenia","ARM","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.1479988098145","59.109001159668","58.9720001220703","58.75","58.4630012512207","58.1290016174316","57.7809982299805","57.4389991760254","57.1020011901855","56.7610015869141","56.4160003662109","56.2190017700195","56.0279998779297","55.875","55.8110008239746","55.859001159668","56.0009994506836","56.2389984130859","56.3440017700195","57.076000213623","59.5419998168945","60.5880012512207","60.3549995422363","60.7540016174316","60.4910011291504","59.7910003662109","58.6710014343262","58.6419982910156","58.8040008544922","58.890998840332",
"American Samoa","ASM","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.9169998168945","63.2690010070801","62.9679985046387","62.5730018615723","63.0750007629395","63.6720008850098","63.6609992980957","63.3019981384277","63.2029991149902","62.9889984130859","63.3600006103516","63.5449981689453","63.6040000915527","63.7879981994629","63.6339988708496","64.5390014648438","64.8880004882813","65.3369979858398","65.6159973144531","65.5289993286133","65.5329971313477","65.552001953125","65.2490005493164","65.004997253418","64.7590026855469","65.0410003662109","64.8889999389648","65.1389999389648","65.0299987792969","64.9130020141602",
