"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Aruba","ABW","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.1150016784668","43.1240005493164","43.1290016174316","43.0719985961914","43.0029983520508","43.0169982910156","42.7700004577637","42.5540008544922","42.4129981994629","42.3339996337891","42.273998260498","42.5390014648438","42.898998260498","43.2859992980957","43.6609992980957","44.0250015258789","43.5970001220703","43.1920013427734","42.8730010986328","42.7089996337891","42.7350006103516","43.3279991149902","44.117000579834","45.0390014648438","46.0169982910156","47.0009994506836","47.765998840332","48.4739990234375","48.6599998474121","48.8489990234375",
"Angola","AGO","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.9449996948242","74.8789978027344","74.8259963989258","74.7819976806641","74.7699966430664","74.7839965820313","74.7829971313477","74.8059997558594","74.8460006713867","74.8939971923828","74.9410018920898","74.9619979858398","74.984001159668","75.0110015869141","75.0479965209961","75.0940017700195","75.1259994506836","75.1650009155273","75.2089996337891","75.2559967041016","75.306999206543","75.3440017700195","75.3889999389648","75.4329986572266","75.4649963378906","75.4789962768555","75.4700012207031","75.4509963989258","75.4120025634766","75.3720016479492",
"Albania","ALB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.7709999084473","56.2960014343262","56.6870002746582","55.7470016479492","54.9039993286133","53.7459983825684","53.0750007629395","53.8120002746582","53.1539993286133","52.2540016174316","51.7690010070801","51.1100006103516","50.6790008544922","49.7589988708496","48.8779983520508","48.0509986877441","47.3889999389648","46.8030014038086","46.2690010070801","44.9449996948242","45.693000793457","47.1040000915527","48.8059997558594","44.6500015258789","44.7890014648438","47.6759986877441","47.4589996337891","47.3120002746582","47.1910018920898","47.0810012817383",
"Andorra","AND","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.1891580377271","19.2406430490679","19.1319412675052","19.2957233372564","19.6458028845187","19.662154880683","19.5163612499651","19.2729887688768","19.0751749485826","19.5347455924451","19.5927289919951","19.5225135370832","19.0914258853331","19.3274887099703","19.4477601041054","19.53498969621","19.6821085768751","20.1677848111426","19.8426502244563","20.0526505748054","20.1690263095123","20.2689550068749","20.4530854665681","20.7530345171712","20.6861645465497","20.4924090639098","20.5892878243244","20.5360235164871","20.5374475582227","20.5252281299991",
"United Arab Emirates","ARE","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.2119998931885","28.878999710083","29.511999130249","30.3090000152588","30.8080005645752","31.2590007781982","31.5590000152588","31.9619998931885","32.4900016784668","33.1020011901855","33.7190017700195","34.0690002441406","34.6199989318848","35.3549995422363","36.2319984436035","37.1730003356934","38.2929992675781","39.5750007629395","41.0019989013672","42.5149993896484","44.0289993286133","45.1430015563965","46.2130012512207","47.2630004882813","48.3230018615723","49.3959999084473","50.1619987487793","51.2669982910156","51.148998260498","51.0670013427734",
"Argentina","ARG","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.1749992370605","44.6100006103516","46.101001739502","47.1080017089844","48.0620002746582","48.1059989929199","48.976001739502","50.0219993591309","50.6100006103516","50.4199981689453","50.382999420166","50.0029983520508","48.8230018615723","49.4269981384277","50.060001373291","49.4199981689453","49.9379997253418","49.0180015563965","48.1189994812012","48.8230018615723","47.8330001831055","48.1020011901855","48.1879997253418","47.7900009155273","47.1570014953613","47.8250007629395","48.4799995422363","49.1180000305176","48.9669990539551","48.8139991760254",
"Armenia","ARM","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.9389991760254","48.984001159668","48.9799995422363","48.9290008544922","48.8409996032715","48.7200012207031","48.5880012512207","48.4550018310547","48.3190002441406","48.1689987182617","48","47.8660011291504","47.7140007019043","47.5740013122559","47.4910011291504","47.4930000305176","47.5460014343262","47.6800003051758","47.6949996948242","48.298999786377","49.5870018005371","52.0919990539551","51.9690017700195","52.6310005187988","51.9469985961914","51.1660003662109","49.4410018920898","49.4199981689453","49.5750007629395","49.673999786377",
"American Samoa","ASM","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
